name,susceptible,exposed,infected_tested,infected_nottested,removed_tested,removed_nottested,inhabitant
Peel en Maas,43185.0,150.0,1.0,14.0,0.0,0.0,43350.0
Oldambt,38100.0,0.0,0.0,0.0,0.0,0.0,38100.0
Zwartewaterland,22280.0,30.0,0.0,0.0,0.0,0.0,22310.0
Súdwest-Fryslân,89540.0,15.0,0.0,0.0,0.0,0.0,89555.0
Bodegraven-Reeuwijk,33705.0,15.0,0.0,0.0,0.0,0.0,33720.0
Hollands Kroon,47600.0,0.0,0.0,0.0,0.0,0.0,47600.0
Leidschendam-Voorburg,74550.0,15.0,2.0,28.0,0.0,0.0,74595.0
Pijnacker-Nootdorp,52570.0,45.0,3.0,42.0,0.0,0.0,52660.0
Molenwaard,29200.0,0.0,0.0,0.0,0.0,0.0,29200.0
Gooise Meren,56865.0,30.0,1.0,14.0,1.0,14.0,56925.0
Berg en Dal,34685.0,60.0,1.0,14.0,0.0,0.0,34760.0
Meierijstad,79410.0,315.0,10.0,140.0,0.0,0.0,79875.0
Waadhoeke,46055.0,0.0,0.0,0.0,0.0,0.0,46055.0
Westerwolde,24825.0,0.0,0.0,0.0,0.0,0.0,24825.0
